ID;Brand;Model;Width;Profile;Rim;Category;Price;Stock;Tag;Description;SpeedRating;LoadIndex;Image
576;Xbri;.5  143/ ECOPLUS P1;235;75;17;camiones;337000;5;;Neumático Xbri .5  143/ ECOPLUS P1 de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;J;141;https://www.sunset.com.py/img/pattern/xbri/106106/xbri_ecoplus-p1_01_s.jpg
577;Goodride;141/ CL946 TYRE ONLY;9.00;--;20;camiones;337000;15;;Neumático Goodride 141/ CL946 TYRE ONLY de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;G;137;https://www.sunset.com.py/img/pattern/goodride/717/goodride_cl946_01_s.jpg
578;Xbri;.5  143/ ECOPLUS Z2;235;75;17;camiones;337000;6;;Neumático Xbri .5  143/ ECOPLUS Z2 de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;K;141;https://www.sunset.com.py/img/pattern/xbri/142942/xbri_ecoplus-z2_01_s.jpg
579;Xbri;.5  143/ ROBUSTO A2;235;75;17;camiones;341800;20;;Neumático Xbri .5  143/ ROBUSTO A2 de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;J;141;https://www.sunset.com.py/img/pattern/xbri/74901/xbri_robusto-a2_01_s.jpg
580;Xbri;.5  143/ ECOPLUS A2;235;75;17;camiones;341800;11;;Neumático Xbri .5  143/ ECOPLUS A2 de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;J;141;https://www.sunset.com.py/img/pattern/xbri/74900/xbri_ecoplus-a2_01_s.jpg
581;Frideric;.5  152/ FA666;295;80;22;camiones;350600;15;Premium;Neumático Frideric .5  152/ FA666 de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;M;149;https://www.sunset.com.py/img/pattern/frideric/103300/frideric_fa666_01_s.jpg
582;Linglong;.5  143/ KMD401;235;75;17;camiones;352200;15;;Neumático Linglong .5  143/ KMD401 de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;J;141;https://www.sunset.com.py/img/pattern/linglong/94923/linglong_kmd401_01_s.jpg
583;Sunset;.5  149/ TRANSDRIVE E7;275;80;22;camiones;353800;10;Destacado;Neumático Sunset .5  149/ TRANSDRIVE E7 de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;L;146;https://www.sunset.com.py/img/pattern/sunset/149745/sunset_transdrive-e7_01_s.jpg
584;Xbri;9.00R20  144/ XB168 SET;205;55;16;camiones;353800;22;;Neumático Xbri 9.00R20  144/ XB168 SET de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;K;142;https://www.sunset.com.py/img/pattern/xbri/106111/xbri_xb168_01_s.jpg
585;Xbri;.5  143/ ECOCITY A2;235;75;17;camiones;353800;24;;Neumático Xbri .5  143/ ECOCITY A2 de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;J;141;https://www.sunset.com.py/img/pattern/xbri/86900/xbri_ecocity-a2_01_s.jpg
586;Sunset;.5  149/ TRANSFLEET E2;275;80;22;camiones;353800;5;;Neumático Sunset .5  149/ TRANSFLEET E2 de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;M;146;https://www.sunset.com.py/img/pattern/sunset/149752/sunset_transfleet-e2_01_s.jpg
587;Sunset;.5  149/ TRANSFLEET E3;275;80;22;camiones;353800;21;Oferta;Neumático Sunset .5  149/ TRANSFLEET E3 de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;M;146;https://www.sunset.com.py/img/pattern/sunset/149753/sunset_transfleet-e3_01_s.jpg
588;Doublestar;.5  145/ DSR266;275;80;22;camiones;353800;6;;Neumático Doublestar .5  145/ DSR266 de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;L;143;https://www.sunset.com.py/img/pattern/doublestar/49233/doublestar_dsr266_01_s.jpg
589;Sunset;.5  152/ TRANS FLEET B1;295;80;22;camiones;359400;22;;Neumático Sunset .5  152/ TRANS FLEET B1 de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;M;149;https://www.sunset.com.py/img/pattern/sunset/60803/sunset_trans-fleet-b1_01_s.jpg
590;Sunset;.5  152/ TRANS FLEET V1;295;80;22;camiones;361000;27;;Neumático Sunset .5  152/ TRANS FLEET V1 de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;L;149;https://www.sunset.com.py/img/pattern/sunset/149340/sunset_trans-fleet-v1_01_s.jpg
591;Xbri;9.00R20  144/ XB169 SET;205;55;16;camiones;361000;27;Destacado;Neumático Xbri 9.00R20  144/ XB169 SET de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;K;142;https://www.sunset.com.py/img/pattern/xbri/106110/xbri_xb169_01_s.jpg
592;Sunset;.5  150/ TRANSMIX E11;295;80;22;camiones;362600;16;;Neumático Sunset .5  150/ TRANSMIX E11 de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;M;147;https://www.sunset.com.py/img/pattern/sunset/149757/sunset_transmix-e11_01_s.jpg
593;Frideric;.5  152/ FA606;295;80;22;camiones;362600;11;;Neumático Frideric .5  152/ FA606 de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;M;149;https://www.sunset.com.py/img/pattern/frideric/100900/frideric_fa606_01_s.jpg
594;Frideric;.5  152/ FA656;295;80;22;camiones;362600;19;;Neumático Frideric .5  152/ FA656 de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;M;149;https://www.sunset.com.py/img/pattern/frideric/100901/frideric_fa656_01_s.jpg
595;Doublestar;.5  145/ DSR08A;275;80;22;camiones;369000;16;;Neumático Doublestar .5  145/ DSR08A de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;L;143;https://www.sunset.com.py/img/pattern/doublestar/82913/doublestar_dsr08a_01_s.jpg
596;Sunset;.5  150/ TRANSFLEET E3;295;80;22;camiones;371400;6;Premium;Neumático Sunset .5  150/ TRANSFLEET E3 de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;M;147;https://www.sunset.com.py/img/pattern/sunset/149753/sunset_transfleet-e3_01_s.jpg
597;Doublestar;.5  152/ DLT100;295;80;22;camiones;371400;8;;Neumático Doublestar .5  152/ DLT100 de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;M;149;https://www.sunset.com.py/img/pattern/doublestar/117341/doublestar_dlt100_01_s.jpg
598;Sunset;.5  150/ TRANSFLEET E2;295;80;22;camiones;371400;12;;Neumático Sunset .5  150/ TRANSFLEET E2 de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;M;147;https://www.sunset.com.py/img/pattern/sunset/149752/sunset_transfleet-e2_01_s.jpg
599;Linglong;.5  152/ F860+;295;80;22;camiones;371400;25;Oferta;Neumático Linglong .5  152/ F860+ de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;M;149;https://www.sunset.com.py/img/pattern/linglong/115334/linglong_f860+_01_s.jpg
600;Sunset;.5  150/ TRANSFLEET E100;295;80;22;camiones;371400;25;;Neumático Sunset .5  150/ TRANSFLEET E100 de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;M;147;https://www.sunset.com.py/img/pattern/sunset/149749/sunset_transfleet-e1_01_s.jpg
601;Xbri;.5  145/ ROBUSTO P3;275;80;22;camiones;373000;26;;Neumático Xbri .5  145/ ROBUSTO P3 de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;L;143;https://www.sunset.com.py/img/pattern/xbri/149328/xbri_robusto-p3_01_s.jpg
602;Sunset;.5  150/ TRANSMIX E12;295;80;22;camiones;376200;27;;Neumático Sunset .5  150/ TRANSMIX E12 de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;M;147;https://www.sunset.com.py/img/pattern/sunset/149758/sunset_transmix-e12_01_s.jpg
603;Xbri;.5  149/ ROBUSTO B4;275;80;22;camiones;377800;23;;Neumático Xbri .5  149/ ROBUSTO B4 de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;L;146;https://www.sunset.com.py/img/pattern/xbri/84920/xbri_robusto-b4_01_s.jpg
604;Sunset;.5  150/ TRANSBLOCK E13;295;80;22;camiones;379400;4;;Neumático Sunset .5  150/ TRANSBLOCK E13 de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;K;147;https://www.sunset.com.py/img/pattern/sunset/149742/sunset_transblock-e13_01_s.jpg
605;Sunset;.5  152/ TRANS BLOCK V4;295;80;22;camiones;379400;4;;Neumático Sunset .5  152/ TRANS BLOCK V4 de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;L;149;https://www.sunset.com.py/img/pattern/sunset/149360/sunset_transblock-v4_01_s.jpg
606;Doublestar;.5  154/ DSR266;295;80;22;camiones;379400;21;;Neumático Doublestar .5  154/ DSR266 de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;M;152;https://www.sunset.com.py/img/pattern/doublestar/49233/doublestar_dsr266_01_s.jpg
607;Sunset;.5  152/ TRANS FLEET B7;295;80;22;camiones;379400;22;Destacado;Neumático Sunset .5  152/ TRANS FLEET B7 de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;M;149;https://www.sunset.com.py/img/pattern/sunset/65203/sunset_trans-fleet-b7_01_s.jpg
608;Sunset;.5  152/ TRANS FLEET L1;295;80;22;camiones;389800;22;;Neumático Sunset .5  152/ TRANS FLEET L1 de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;M;149;https://www.sunset.com.py/img/pattern/sunset/86164/sunset_trans-fleet-l1_01_s.jpg
609;Xbri;.5  149/ ECOPLUS B1;275;80;22;camiones;389800;24;;Neumático Xbri .5  149/ ECOPLUS B1 de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;M;146;https://www.sunset.com.py/img/pattern/xbri/84902/xbri_ecoplus-b1_01_s.jpg
610;Xbri;.5  149/ ECOPLUS A3;275;80;22;camiones;393000;5;;Neumático Xbri .5  149/ ECOPLUS A3 de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;M;146;https://www.sunset.com.py/img/pattern/xbri/143743/xbri_ecoplus-a3_01_s.jpg
611;Xbri;.5  150/ ECOPLUS E1;295;80;22;camiones;397000;7;Premium;Neumático Xbri .5  150/ ECOPLUS E1 de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;M;147;https://www.sunset.com.py/img/pattern/xbri/49202/xbri_ecoplus-e1_01_s.jpg
612;Xbri;.5  152/ ECOMIX A1;295;80;22;camiones;405000;22;;Neumático Xbri .5  152/ ECOMIX A1 de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;L;149;https://www.sunset.com.py/img/pattern/xbri/103704/xbri_ecomix-a1_01_s.jpg
613;Sunset;.5  152/ TRANS FLEET Z3;295;80;22;camiones;405000;5;;Neumático Sunset .5  152/ TRANS FLEET Z3 de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;L;149;https://www.sunset.com.py/img/pattern/sunset/127313/sunset_trans-fleet-z3_01_s.jpg
614;Xbri;.5  152/ ECOMIX DC1;295;80;22;camiones;405000;18;;Neumático Xbri .5  152/ ECOMIX DC1 de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;L;149;https://www.sunset.com.py/img/pattern/xbri/142541/xbri_ecomix-dc1_01_s.jpg
615;Sunset;.5  152/ SS09 I1;295;80;22;camiones;405000;11;Destacado;Neumático Sunset .5  152/ SS09 I1 de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;L;149;https://www.sunset.com.py/img/pattern/sunset/105304/sunset_ss09-i1_01_s.jpg
616;Doublestar;.5  148/ DSR266;275;70;22;camiones;405000;27;;Neumático Doublestar .5  148/ DSR266 de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;L;145;https://www.sunset.com.py/img/pattern/doublestar/49233/doublestar_dsr266_01_s.jpg
617;Sunset;.5  154/ TRANSFLEET E100;315;80;22;camiones;405000;21;;Neumático Sunset .5  154/ TRANSFLEET E100 de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;M;151;https://www.sunset.com.py/img/pattern/sunset/149749/sunset_transfleet-e1_01_s.jpg
618;Xbri;.5  149/ MIX WORKS E1;275;80;22;camiones;410600;7;;Neumático Xbri .5  149/ MIX WORKS E1 de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;L;146;https://images.unsplash.com/photo-1578844251758-2f71da64c96f?auto=format&fit=crop&q=80&w=500
619;Xbri;.5  146/ ECOPLUS P1;285;70;19;camiones;410600;7;;Neumático Xbri .5  146/ ECOPLUS P1 de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;J;144;https://www.sunset.com.py/img/pattern/xbri/106106/xbri_ecoplus-p1_01_s.jpg
620;Sunset;.5  152/ TRANS FLEET Z2;295;80;22;camiones;412200;19;;Neumático Sunset .5  152/ TRANS FLEET Z2 de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;L;149;https://www.sunset.com.py/img/pattern/sunset/127312/sunset_trans-fleet-z2_01_s.jpg
621;Xbri;ALUMINUM WHEEL 22.5X8.25 335X10 - 10 HOLES POLISHED;205;55;16;camiones;412200;22;;Neumático Xbri ALUMINUM WHEEL 22.5X8.25 335X10 - 10 HOLES POLISHED de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;V (Hasta 240 km/h);91 (Hasta 615 kg);https://images.unsplash.com/photo-1578844251758-2f71da64c96f?auto=format&fit=crop&q=80&w=500
622;Sunset;.5  150/ TRANSFLEET E6;295;80;22;camiones;413800;25;;Neumático Sunset .5  150/ TRANSFLEET E6 de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;M;147;https://www.sunset.com.py/img/pattern/sunset/149755/sunset_transfleet-e6_01_s.jpg
623;Sunset;TIRES .5  152/ TRANS FLEET M2;295;80;22;camiones;413800;18;Oferta;Neumático Sunset TIRES .5  152/ TRANS FLEET M2 de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;L;149;https://www.sunset.com.py/img/pattern/sunset/103703/sunset_trans-fleet-m2_01_s.jpg
624;Sunset;TIRES .5  152/ TRANS FLEET M4;295;80;22;camiones;413800;4;;Neumático Sunset TIRES .5  152/ TRANS FLEET M4 de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;L;149;https://www.sunset.com.py/img/pattern/sunset/129301/sunset_trans-fleet-m4_01_s.jpg
625;Sunset;.5  150/ TRANSDRIVE E7;295;80;22;camiones;419400;27;;Neumático Sunset .5  150/ TRANSDRIVE E7 de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;M;147;https://www.sunset.com.py/img/pattern/sunset/149745/sunset_transdrive-e7_01_s.jpg
626;Xbri;.5  149/ CURVE PLUS C1;275;80;22;camiones;421000;9;Premium;Neumático Xbri .5  149/ CURVE PLUS C1 de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;L;146;https://www.sunset.com.py/img/pattern/xbri/106505/xbri_curve-plus-c1_01_s.jpg
627;Xbri;.5  149/ ECOCITY+;275;80;22;camiones;421000;10;;Neumático Xbri .5  149/ ECOCITY+ de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;J;146;https://www.sunset.com.py/img/pattern/xbri/127701/xbri_ecocity+_01_s.jpg
628;Sunset;.5  150/ TRANSDRIVE E9;295;80;22;camiones;421000;21;;Neumático Sunset .5  150/ TRANSDRIVE E9 de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;M;147;https://www.sunset.com.py/img/pattern/sunset/149747/sunset_transdrive-e9_01_s.jpg
629;Goodride;152/ CR940 TYRE ONLY;11.00;--;22;camiones;422600;10;;Neumático Goodride 152/ CR940 TYRE ONLY de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;G;147;https://www.sunset.com.py/img/pattern/goodride/844/goodride_cr940_01_s.jpg
630;Xbri;.5  152/ MIX WORKS DC1;295;80;22;camiones;427400;12;;Neumático Xbri .5  152/ MIX WORKS DC1 de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;K;149;https://images.unsplash.com/photo-1578844251758-2f71da64c96f?auto=format&fit=crop&q=80&w=500
631;Xbri;.5  154/ XB268;315;80;22;camiones;427400;24;Destacado;Neumático Xbri .5  154/ XB268 de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;M;151;https://www.sunset.com.py/img/pattern/xbri/106112/xbri_xb268_01_s.jpg
632;Sunset;.5  150/ TRANSBLOCK E15;295;80;22;camiones;427400;14;;Neumático Sunset .5  150/ TRANSBLOCK E15 de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;K;147;https://images.unsplash.com/photo-1578844251758-2f71da64c96f?auto=format&fit=crop&q=80&w=500
633;Xbri;.5  143/ ECOPLUS P1;265;70;19;camiones;427400;20;;Neumático Xbri .5  143/ ECOPLUS P1 de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;L;141;https://www.sunset.com.py/img/pattern/xbri/106106/xbri_ecoplus-p1_01_s.jpg
634;Xbri;.5  156/ ROBUSTO B2;315;80;22;camiones;427400;16;;Neumático Xbri .5  156/ ROBUSTO B2 de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;L;152;https://www.sunset.com.py/img/pattern/xbri/84903/xbri_robusto-b2_01_s.jpg
635;Xbri;.5  152/ ECOPLUS P1;295;80;22;camiones;429800;17;Oferta;Neumático Xbri .5  152/ ECOPLUS P1 de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;M;148;https://www.sunset.com.py/img/pattern/xbri/148121/xbri_ecoplus-p1-s86_01_s.jpg
636;Sunset;.5  152/ TRANS FLEET D2;295;80;22;camiones;429800;17;;Neumático Sunset .5  152/ TRANS FLEET D2 de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;L;149;https://www.sunset.com.py/img/pattern/sunset/131304/sunset_trans-fleet-d2_01_s.jpg
637;Doublestar;.5  154/ DSR08A;295;80;22;camiones;429800;25;;Neumático Doublestar .5  154/ DSR08A de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;M;152;https://www.sunset.com.py/img/pattern/doublestar/82913/doublestar_dsr08a_01_s.jpg
638;Xbri;.5  152/ ECOPLUS B5;295;80;22;camiones;429800;15;;Neumático Xbri .5  152/ ECOPLUS B5 de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;M;149;https://www.sunset.com.py/img/pattern/xbri/130914/xbri_ecoplus-b5_01_s.jpg
639;Xbri;.5  154/ XB88;305;75;24;camiones;431400;4;Destacado;Neumático Xbri .5  154/ XB88 de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;L;149;https://www.sunset.com.py/img/pattern/xbri/626/xbri_xb88_01_s.jpg
640;Xbri;.5  154/ XB566;305;75;24;camiones;431400;25;;Neumático Xbri .5  154/ XB566 de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;L;149;https://www.sunset.com.py/img/pattern/xbri/106118/xbri_xb566_01_s.jpg
641;Sunset;.5  157/ TRANS FLEET L3;315;80;22;camiones;431400;5;Premium;Neumático Sunset .5  157/ TRANS FLEET L3 de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;M;154;https://www.sunset.com.py/img/pattern/sunset/93300/sunset_trans-fleet-l3_01_s.jpg
642;Sunset;.5  157/ TRANSDRIVE E7;315;80;22;camiones;439400;20;;Neumático Sunset .5  157/ TRANSDRIVE E7 de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;K;154;https://www.sunset.com.py/img/pattern/sunset/149745/sunset_transdrive-e7_01_s.jpg
643;Xbri;.5  152/ MIX WORKS E2;295;80;22;camiones;443400;17;;Neumático Xbri .5  152/ MIX WORKS E2 de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;M;149;https://www.sunset.com.py/img/pattern/xbri/138546/xbri_mix-works-e2_01_s.jpg
644;Sunset;.5   TRANS FLEET D3;385;65;22;camiones;443400;18;;Neumático Sunset .5   TRANS FLEET D3 de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;L;160;https://images.unsplash.com/photo-1578844251758-2f71da64c96f?auto=format&fit=crop&q=80&w=500
645;Sunset;.5  157/ TRANSDRIVE E12;315;80;22;camiones;446600;9;;Neumático Sunset .5  157/ TRANSDRIVE E12 de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;K;154;https://www.sunset.com.py/img/pattern/sunset/149744/sunset_transdrive-e12_01_s.jpg
646;Xbri;.5  152/ ROBUSTO B4;295;80;22;camiones;446600;24;;Neumático Xbri .5  152/ ROBUSTO B4 de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;M;149;https://www.sunset.com.py/img/pattern/xbri/84920/xbri_robusto-b4_01_s.jpg
647;Xbri;.5  152/ XCURVE K1;295;80;22;camiones;446600;25;Oferta;Neumático Xbri .5  152/ XCURVE K1 de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;K;149;https://www.sunset.com.py/img/pattern/xbri/97300/xbri_xcurve-k1_01_s.jpg
648;Xbri;.5  152/ MIX WORKS Z1;295;80;22;camiones;446600;10;;Neumático Xbri .5  152/ MIX WORKS Z1 de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;L;149;https://www.sunset.com.py/img/pattern/xbri/113303/xbri_mix-works-z1_01_s.jpg
649;Sunset;.5   TRANSFLEET E17;385;65;22;camiones;448200;8;;Neumático Sunset .5   TRANSFLEET E17 de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;K;160;https://www.sunset.com.py/img/pattern/sunset/149750/sunset_transfleet-e17_01_s.jpg
650;Xbri;.5  152/ CURVE PLUS;295;80;22;camiones;457000;22;;Neumático Xbri .5  152/ CURVE PLUS de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;M;149;https://www.sunset.com.py/img/pattern/xbri/62808/xbri_curve-plus_01_s.jpg
651;Xbri;.5  152/ FORZA BLOCK;295;80;22;camiones;458600;17;;Neumático Xbri .5  152/ FORZA BLOCK de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;J;149;https://www.sunset.com.py/img/pattern/xbri/149740/xbri_forza-block_01_s.jpg
652;Xbri;.5  154/ XB08A;305;75;24;camiones;469000;27;;Neumático Xbri .5  154/ XB08A de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;K;149;https://www.sunset.com.py/img/pattern/xbri/106117/xbri_xb08a_01_s.jpg
